"survey","demographic","Estimate","p","class"
"Burnout_total_OLBI","age",-0.123260751685135,0.00196328692224907,1
"Burnout_total_OLBI","children",-0.772207370840596,0.386943298921076,1
"Burnout_total_OLBI","education>Bachelor",0.709615820360792,0.390452244374295,1
"Burnout_total_OLBI","employmentUnemployed",2.92177566228025,0.0240979135521447,1
"Burnout_total_OLBI","income",0.884669645431805,0.0223208502592705,1
"Burnout_total_OLBI","livingnon-Homeowner",0.248639524230744,0.777939822153292,1
"Burnout_total_OLBI","participateNon-Alone",-0.190464679625369,0.835450755916745,1
"Burnout_total_OLBI","pre_dwd",-1.13128294209247,0.337399514498742,1
"Burnout_total_OLBI","racenon-Caucasian",-0.568266262696885,0.51040127175487,1
"Burnout_total_OLBI","sexMale",-0.506827216674612,0.587576458451063,1
"Burnout_total_OLBI","watchMobile phone",-0.110382624679871,0.939224960098735,1
"Burnout_total_OLBI","watchOther",-0.653007573267881,0.74277513698811,1
"Burnout_total_OLBI","watchTV",1.31677347048193,0.239815605610173,1
"Burnout_total_OLBI","watchTablet",-0.655427071891625,0.791167868474508,1
"Disengagement_OLBI","age",-0.0764536071562872,0.000421067589006984,1
"Disengagement_OLBI","children",-0.40298769212745,0.405783087837119,1
"Disengagement_OLBI","education>Bachelor",0.0726388040869947,0.871339232834172,1
"Disengagement_OLBI","employmentUnemployed",1.65722275406857,0.0185457149376413,1
"Disengagement_OLBI","income",0.496666649660346,0.01822332211151,1
"Disengagement_OLBI","livingnon-Homeowner",0.116955706633116,0.807047636143681,1
"Disengagement_OLBI","participateNon-Alone",-0.384981057722816,0.439735946403529,1
"Disengagement_OLBI","pre_dwd",-0.590500158837965,0.35652732129668,1
"Disengagement_OLBI","racenon-Caucasian",-0.202723077739184,0.665435840300851,1
"Disengagement_OLBI","sexMale",0.289770472079307,0.568069378887374,1
"Disengagement_OLBI","watchMobile phone",0.151253151850925,0.847465850293639,1
"Disengagement_OLBI","watchOther",-0.327281002979683,0.762011210479465,1
"Disengagement_OLBI","watchTV",0.997503486426557,0.101505817432807,1
"Disengagement_OLBI","watchTablet",0.710212436501918,0.597373740959254,1
"Disengagement_PFI","age",-0.00607859740444914,0.0948488485167946,1
"Disengagement_PFI","children",-0.0149573905438496,0.855480588301373,1
"Disengagement_PFI","education>Bachelor",0.0172229340622567,0.820793670544846,1
"Disengagement_PFI","employmentUnemployed",0.27684737492217,0.0204029667200372,1
"Disengagement_PFI","income",0.0544320145792968,0.125797449421817,1
"Disengagement_PFI","livingnon-Homeowner",-0.0652021974237037,0.421216388724419,1
"Disengagement_PFI","participateNon-Alone",0.00326185738006472,0.969153726307689,1
"Disengagement_PFI","pre_dwd",-0.00840304210820716,0.938279753512143,1
"Disengagement_PFI","racenon-Caucasian",0.0655466692554766,0.409056997855203,1
"Disengagement_PFI","sexMale",-0.00254520540692383,0.976390822937547,1
"Disengagement_PFI","watchMobile phone",0.00621148255098074,0.962591361919478,1
"Disengagement_PFI","watchOther",0.139398316060594,0.447291592416771,1
"Disengagement_PFI","watchTV",0.130359427744367,0.205140974050003,1
"Disengagement_PFI","watchTablet",0.240075032370305,0.293789225292641,1
"Exhaustion_OLBI","age",-0.0467958584777508,0.0275645946057404,1
"Exhaustion_OLBI","children",-0.36953490251358,0.439412537296162,1
"Exhaustion_OLBI","education>Bachelor",0.634716931497976,0.151947995937678,1
"Exhaustion_OLBI","employmentUnemployed",1.26442970174131,0.0678481286620859,1
"Exhaustion_OLBI","income",0.388211599756778,0.0608065424508481,1
"Exhaustion_OLBI","livingnon-Homeowner",0.131762955842969,0.780243001667987,1
"Exhaustion_OLBI","participateNon-Alone",0.19580380285058,0.690107504862714,1
"Exhaustion_OLBI","pre_dwd",-0.540676749217243,0.391898664020046,1
"Exhaustion_OLBI","racenon-Caucasian",-0.363710394359983,0.43163866219566,1
"Exhaustion_OLBI","sexMale",-0.795749655999313,0.112573521044989,1
"Exhaustion_OLBI","watchMobile phone",-0.256859907355185,0.740644251545375,1
"Exhaustion_OLBI","watchOther",-0.324840776545101,0.760456832018651,1
"Exhaustion_OLBI","watchTV",0.318654309735401,0.59498511879752,1
"Exhaustion_OLBI","watchTablet",-1.3643026110765,0.303646818654587,1
"Fixed mindset_GFMA","age",0.047511422666199,0.192090864834955,1
"Fixed mindset_GFMA","children",0.281069656964545,0.732221488635946,1
"Fixed mindset_GFMA","education>Bachelor",-0.671409768708427,0.378241662022523,1
"Fixed mindset_GFMA","employmentUnemployed",-0.385223837628598,0.745688635017394,1
"Fixed mindset_GFMA","income",-0.0544451303415529,0.877986244366861,1
"Fixed mindset_GFMA","livingnon-Homeowner",-0.953045860695516,0.24072517597013,1
"Fixed mindset_GFMA","participateNon-Alone",0.600412851748577,0.476928276593008,1
"Fixed mindset_GFMA","pre_dwd",-0.408073729630858,0.706685648690821,1
"Fixed mindset_GFMA","racenon-Caucasian",-0.725904218936102,0.36130341562101,1
"Fixed mindset_GFMA","sexMale",1.63264996235587,0.0583100253625061,1
"Fixed mindset_GFMA","watchMobile phone",0.236769154139538,0.858857634778839,1
"Fixed mindset_GFMA","watchOther",-1.42680869960422,0.436410526979267,1
"Fixed mindset_GFMA","watchTV",-0.3262415006379,0.751336569534072,1
"Fixed mindset_GFMA","watchTablet",0.134538289033225,0.952964652718786,1
"Negative_emotions_PERMA","age",-0.0174855154711004,0.0536803768596357,1
"Negative_emotions_PERMA","children",0.364414904626804,0.0753433243722735,1
"Negative_emotions_PERMA","education>Bachelor",0.130580451095616,0.490234453189258,1
"Negative_emotions_PERMA","employmentUnemployed",0.145651658003903,0.62272570744432,1
"Negative_emotions_PERMA","income",0.00399055535350003,0.963942894139102,1
"Negative_emotions_PERMA","livingnon-Homeowner",-0.182791585931719,0.364864610532663,1
"Negative_emotions_PERMA","participateNon-Alone",0.0268384528443239,0.898303785108253,1
"Negative_emotions_PERMA","pre_dwd",-0.244792724118329,0.364727921963018,1
"Negative_emotions_PERMA","racenon-Caucasian",-0.302406646231595,0.126283605406006,1
"Negative_emotions_PERMA","sexMale",0.0116229502438873,0.956663057711521,1
"Negative_emotions_PERMA","watchMobile phone",0.059508886049154,0.856432766883226,1
"Negative_emotions_PERMA","watchOther",-0.466139761882967,0.307503183503438,1
"Negative_emotions_PERMA","watchTV",0.0587027658873766,0.818515943237115,1
"Negative_emotions_PERMA","watchTablet",0.0516446649819095,0.92766378362419,1
"Stress_PSS","age",-0.0912434139444781,0.00304374358946049,1
"Stress_PSS","children",1.26299856959906,0.0684647999941772,1
"Stress_PSS","education>Bachelor",0.543211929457508,0.396242178327109,1
"Stress_PSS","employmentUnemployed",1.34885619921121,0.178359926482643,1
"Stress_PSS","income",-0.136025894543392,0.648786658474093,1
"Stress_PSS","livingnon-Homeowner",-0.479730291716562,0.481903071186167,1
"Stress_PSS","participateNon-Alone",0.245346098868876,0.72975413753526,1
"Stress_PSS","pre_dwd",-0.575309027563027,0.528794174458443,1
"Stress_PSS","racenon-Caucasian",-0.496485106146248,0.45737963602399,1
"Stress_PSS","sexMale",-0.781224632550159,0.280823840084684,1
"Stress_PSS","watchMobile phone",-0.740664155751647,0.506106251181901,1
"Stress_PSS","watchOther",0.138597059918103,0.928446321725432,1
"Stress_PSS","watchTV",0.007540147439633,0.993045327480357,1
"Stress_PSS","watchTablet",-0.879928490826835,0.647406458889903,1
"Work_Exhaustion_PFI","age",-0.008955860010989,0.0361773710157899,1
"Work_Exhaustion_PFI","children",-0.124115032283412,0.198280378354494,1
"Work_Exhaustion_PFI","education>Bachelor",0.0625405272169718,0.483359934466271,1
"Work_Exhaustion_PFI","employmentUnemployed",0.167620868197167,0.230099876404253,1
"Work_Exhaustion_PFI","income",0.0822077853574642,0.0490040921185306,1
"Work_Exhaustion_PFI","livingnon-Homeowner",-0.0184942314237524,0.845708847745063,1
"Work_Exhaustion_PFI","participateNon-Alone",0.0824488325265945,0.405168281916616,1
"Work_Exhaustion_PFI","pre_dwd",-0.146974937342124,0.248647282280346,1
"Work_Exhaustion_PFI","racenon-Caucasian",-0.0968065940133593,0.298694882963245,1
"Work_Exhaustion_PFI","sexMale",-0.114448549609483,0.256979941618746,1
"Work_Exhaustion_PFI","watchMobile phone",-0.112071610788151,0.470276439317276,1
"Work_Exhaustion_PFI","watchOther",0.0659421744707441,0.759222966353896,1
"Work_Exhaustion_PFI","watchTV",-0.0155518416466973,0.897380297560612,1
"Work_Exhaustion_PFI","watchTablet",-0.0844299103638367,0.75287120987664,1
